id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	43	22	21	43	21	0
2	0	279	279	304	22	3	25	3	0
3	0	364	364	451	82	5	87	5	0
5	0	425	474	484	10	0	59	49	49
6	0	464	484	489	5	0	25	20	20
7	0	472	489	509	20	0	37	17	17
4	0	398	451	638	152	1	240	88	53
9	0	609	659	672	13	0	63	50	50
10	0	610	672	681	9	0	71	62	62
8	0	607	638	725	33	54	118	85	31
0	0	0	0	725	357	0	725	368	0
