id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	43	22	21	43	21	0
2	0	279	279	304	22	3	25	3	0
5	0	425	448	463	10	0	38	28	23
3	0	364	364	504	82	5	140	58	0
7	0	472	509	544	20	0	72	52	37
6	0	464	549	554	5	0	90	85	85
4	0	398	400	664	152	1	266	114	2
10	0	610	655	668	9	0	58	49	45
9	0	609	668	681	13	0	72	59	59
8	0	607	609	716	33	54	109	76	2
0	0	0	0	716	348	0	716	368	0
