id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	43	22	21	43	21	0
2	0	279	279	304	22	3	25	3	0
3	0	364	364	451	82	5	87	5	0
5	0	425	451	461	10	0	36	26	26
6	0	464	484	489	5	0	25	20	20
7	0	472	489	509	20	0	37	17	17
4	0	398	461	638	152	1	240	88	63
10	0	610	638	647	9	0	37	28	28
9	0	609	647	660	13	0	51	38	38
8	0	607	660	747	33	54	140	107	53
0	0	0	0	747	379	0	747	368	0
