id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	43	22	21	43	21	0
2	0	279	279	304	22	3	25	3	0
3	0	364	364	451	82	5	87	5	0
5	0	425	474	484	10	0	59	49	49
7	0	472	484	504	20	0	32	12	12
6	0	464	504	509	5	0	45	40	40
4	0	398	451	638	152	1	240	88	53
10	0	610	659	668	9	0	58	49	49
9	0	609	668	681	13	0	72	59	59
8	0	607	638	725	33	54	118	85	31
0	0	0	0	725	357	0	725	368	0
