id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	43	22	21	43	21	0
2	0	279	279	304	22	3	25	3	0
5	0	425	425	435	10	0	10	0	0
6	0	464	464	469	5	0	5	0	0
7	0	472	472	492	20	0	20	0	0
3	5	364	364	572	82	5	208	126	0
10	0	610	610	619	9	0	9	0	0
9	0	609	609	631	13	0	22	9	0
4	9	398	398	681	152	1	283	131	0
8	2	607	607	716	33	54	109	76	0
0	0	0	0	716	348	0	716	368	0
