id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	45	34	11	45	11	0
2	0	262	262	274	12	0	12	0	0
3	0	351	351	367	16	0	16	0	0
4	0	366	367	446	58	21	80	22	1
6	0	473	477	485	8	0	12	4	4
5	0	447	447	503	19	37	56	37	0
8	0	526	526	537	11	0	11	0	0
7	0	516	516	543	15	8	27	12	0
9	0	558	558	618	60	0	60	0	0
10	0	747	747	815	20	48	68	48	0
0	0	0	0	815	562	0	815	253	0
