id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	1	0	0	45	34	11	45	11	0
2	0	262	262	274	12	0	12	0	0
3	0	351	351	387	16	0	36	20	0
4	2	366	366	446	58	21	80	22	0
6	0	473	473	481	8	0	8	0	0
5	0	447	447	511	19	37	64	45	0
7	0	516	516	539	15	8	23	8	0
8	0	526	526	543	11	0	17	6	0
9	2	558	558	618	60	0	60	0	0
10	0	747	747	815	20	48	68	48	0
0	0	0	0	815	562	0	815	253	0
